"Year","Country","Region","Indicator","Geo","EnterpriseSize","Activity","Unit","Value","Flags","Note"
"2023A00","Spain","Galicia","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","ES11","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",52.6238,NA,NA
"2023A00","Czechia","Not applicable","Use any social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",52.6478,NA,NA
"2023A00","Spain","Not applicable","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",52.669,NA,NA
"2023A00","Spain","Ciudad de Ceuta","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","ES63","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",52.6787,NA,NA
"2023A00","Cyprus","Not applicable","Buy cloud computing services used over the internet","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",52.9331,NA,NA
"2023A00","Ireland","Not applicable","Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",53.0718,NA,NA
"2023A00","Hungary","Not applicable","Data analytics for the enterprise is performed by the enterprise's own employees or by an external provider","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",53.2104,NA,NA
"2023A00","Austria","Not applicable","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",53.2975,NA,NA
"2023A00","Belgium","RÃ©gion wallonne","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","BE3","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",53.3434,NA,NA
"2023A00","Finland","Not applicable","Use two or more social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",53.6146,NA,NA
"2023A00","Belgium","RÃ©gion de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest","Buy cloud computing services used over the internet","BE1","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",53.9344,NA,NA
"2023A00","Austria","Wien","Buy cloud computing services used over the internet","AT13","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",54.1176,NA,NA
"2023A00","Estonia","Not applicable","Use any social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",54.2795,NA,NA
"2023A00","Spain","Comunidad de Madrid","Enterprises who have ERP software package to share information between different functional areas","ES30","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",54.4047,NA,NA
"2023A00","Spain","Comunidad de Madrid","Enterprises who have ERP software package to share information between different functional areas","ES3","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",54.4047,NA,NA
"2023A00","Spain","Not applicable","Enterprises who have ERP software package to share information between different functional areas","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",54.6249,NA,NA
"2023A00","Hungary","Budapest","Buy cloud computing services used over the internet","HU11","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",54.6982,NA,NA
"2023A00","Germany","Not applicable","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",54.8795,NA,NA
"2023A00","Spain","Noroeste (ES)","Enterprises who have ERP software package to share information between different functional areas","ES1","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",54.8864,NA,NA
"2023A00","Italy","Not applicable","Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",55.1073,NA,NA
"2023A00","Latvia","Not applicable","Use any social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",55.2503,NA,NA
"2023A00","Slovenia","Slovenija","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","SI0","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",55.4053,NA,NA
"2023A00","Slovenia","Not applicable","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",55.4053,NA,NA
"2023A00","Luxembourg","Not applicable","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",55.5019,NA,NA
"2023A00","Spain","Este (ES)","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","ES5","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",55.5899,NA,NA
"2023A00","Poland","Not applicable","Buy cloud computing services used over the internet","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",55.6735,NA,NA
"2023A00","Spain","Comunitat Valenciana","Enterprises who have ERP software package to share information between different functional areas","ES52","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",55.7484,NA,NA
"2023A00","Spain","Galicia","Enterprises who have ERP software package to share information between different functional areas","ES11","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",55.8447,NA,NA
"2023A00","Belgium","Vlaams Gewest","Buy cloud computing services used over the internet","BE2","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",55.9112,NA,NA
"2023A00","Spain","RegiÃ³n de Murcia","Enterprises who have ERP software package to share information between different functional areas","ES62","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",55.9538,NA,NA
"2023A00","Ireland","Not applicable","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",56.0105,NA,NA
"2023A00","Spain","AragÃ³n","Enterprises who have ERP software package to share information between different functional areas","ES24","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",56.0214,NA,NA
"2023A00","Romania","Bucuresti - Ilfov","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","RO32","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",56.1496,NA,NA
"2023A00","Belgium","RÃ©gion wallonne","Enterprises who have ERP software package to share information between different functional areas","BE3","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",56.3297,NA,NA
"2023A00","Lithuania","Not applicable","Use any social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",56.6052,NA,NA
"2023A00","Slovenia","Not applicable","Use any social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",56.787,NA,NA
"2023A00","Finland","Not applicable","Enterprises who have ERP software package to share information between different functional areas","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",56.9137,NA,NA
"2023A00","Malta","Not applicable","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",57.2213,NA,NA
"2023A00","Italy","Not applicable","Use any social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",57.3101,NA,NA
"2023A00","Netherlands","Not applicable","Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",57.4395,NA,NA
"2023A00","Malta","Not applicable","Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",58.1857,NA,NA
"2023A00","Hungary","KÃ¶zÃ©p-MagyarorszÃ¡g","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","HU1","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",58.3422,NA,NA
"2023A00","Austria","OstÃ¶sterreich","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","AT1","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",58.4431,NA,NA
"2023A00","Spain","Este (ES)","Enterprises who have ERP software package to share information between different functional areas","ES5","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",58.5197,NA,NA
"2023A00","Estonia","Not applicable","Buy cloud computing services used over the internet","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",58.5688,NA,NA
"2023A00","Sweden","Not applicable","Enterprises who have ERP software package to share information between different functional areas","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",58.6069,"b",NA
"2023A00","Spain","CataluÃ±a","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","ES51","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",59.3616,NA,NA
"2023A00","Belgium","Not applicable","Enterprises who have ERP software package to share information between different functional areas","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",59.517,NA,NA
"2023A00","Spain","Principado de Asturias","Enterprises who have ERP software package to share information between different functional areas","ES12","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",59.9959,NA,NA
"2023A00","Belgium","Not applicable","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",60.2544,NA,NA
"2023A00","Spain","Comunidad de Madrid","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","ES3","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",60.4516,NA,NA
"2023A00","Spain","Comunidad de Madrid","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","ES30","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",60.4516,NA,NA
"2023A00","Germany","Not applicable","Use any social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",60.677,NA,NA
"2023A00","Greece","Not applicable","Use any social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",60.8279,NA,NA
"2023A00","European Union - 27 countries (from 2020)","Not applicable","Use any social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",60.9499,NA,"FR: break in series due to change of sutatistical unit from legal unit to enterprise in 2022"
"2023A00","Portugal","Not applicable","Use any social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",61.0812,NA,NA
"2023A00","Netherlands","Not applicable","Buy cloud computing services used over the internet","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",61.1888,NA,NA
"2023A00","Italy","Not applicable","Buy cloud computing services used over the internet","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",61.3898,NA,NA
"2023A00","Belgium","Vlaams Gewest","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","BE2","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",61.4376,NA,NA
"2023A00","Belgium","Vlaams Gewest","Enterprises who have ERP software package to share information between different functional areas","BE2","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",62.0398,NA,NA
"2023A00","Croatia","Grad Zagreb","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","HR05","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",62.6122,NA,NA
"2023A00","Spain","CataluÃ±a","Enterprises who have ERP software package to share information between different functional areas","ES51","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",62.9207,NA,NA
"2023A00","Hungary","KÃ¶zÃ©p-DunÃ¡ntÃºl","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","HU21","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",63.0063,NA,NA
"2023A00","Ireland","Not applicable","Buy cloud computing services used over the internet","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",63.1026,NA,NA
"2023A00","Slovenia","Zahodna Slovenija","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","SI04","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",63.1535,NA,NA
"2023A00","Spain","Comunidad Foral de Navarra","Enterprises who have ERP software package to share information between different functional areas","ES22","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",63.2512,NA,NA
"2023A00","Spain","Not applicable","Use any social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",63.6769,NA,NA
"2023A00","Spain","Noreste (ES)","Enterprises who have ERP software package to share information between different functional areas","ES2","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",63.7135,NA,NA
"2023A00","Hungary","DÃ©l-AlfÃ¶ld","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","HU33","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",63.9339,NA,NA
"2023A00","Hungary","Budapest","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","HU11","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",64.0391,NA,NA
"2023A00","Hungary","Ã‰szak-AlfÃ¶ld","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","HU32","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",65.0624,NA,NA
"2023A00","Austria","NiederÃ¶sterreich","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","AT12","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",65.2672,NA,NA
"2023A00","Hungary","Pest","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","HU12","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",65.6229,NA,NA
"2023A00","Slovakia","BratislavskÃ½ kraj","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","SK01","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",65.9974,NA,NA
"2023A00","Sweden","Not applicable","Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",66.0017,"b",NA
"2023A00","Denmark","Not applicable","Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",66.155,NA,NA
"2023A00","Hungary","AlfÃ¶ld Ã©s Ã‰szak","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","HU3","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",66.2217,NA,NA
"2023A00","Spain","La Rioja","Enterprises who have ERP software package to share information between different functional areas","ES23","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",66.5435,NA,NA
"2023A00","Hungary","DunÃ¡ntÃºl","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","HU2","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",66.6189,NA,NA
"2023A00","Malta","Not applicable","Buy cloud computing services used over the internet","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",66.744,NA,NA
"2023A00","France","Not applicable","Use any social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",66.8159,"b","break in series due to change of sutatistical unit from legal unit to enterprise in 2022"
"2023A00","Hungary","DÃ©l-DunÃ¡ntÃºl","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","HU23","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",67.0525,NA,NA
"2023A00","Denmark","Not applicable","Enterprises who have ERP software package to share information between different functional areas","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",67.2583,NA,NA
"2023A00","Spain","PaÃ­s Vasco","Enterprises who have ERP software package to share information between different functional areas","ES21","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",67.568,NA,NA
"2023A00","Croatia","Jadranska Hrvatska","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","HR03","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",67.7373,NA,NA
"2023A00","Austria","Burgenland (AT)","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","AT11","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",67.9125,NA,NA
"2023A00","Austria","Wien","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","AT13","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",67.9169,NA,NA
"2023A00","Belgium","RÃ©gion de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","BE1","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",68.3681,NA,NA
"2023A00","Hungary","Not applicable","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",68.8955,NA,NA
"2023A00","Austria","Steiermark","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","AT22","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",69.1171,NA,NA
"2023A00","Slovakia","VÃ½chodnÃ© Slovensko","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","SK04","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",69.1862,NA,NA
"2023A00","Latvia","Not applicable","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",69.225,NA,NA
"2023A00","Denmark","Not applicable","Buy cloud computing services used over the internet","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",69.4763,NA,NA
"2023A00","Austria","Not applicable","Use any social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",69.7146,NA,NA
"2023A00","Austria","OstÃ¶sterreich","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","AT1","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",69.9268,NA,NA
"2023A00","Luxembourg","Not applicable","Use any social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",69.9617,NA,NA
"2023A00","Hungary","Nyugat-DunÃ¡ntÃºl","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","HU22","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",70.1381,NA,NA
"2023A00","Croatia","Panonska Hrvatska","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","HR02","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",70.5256,NA,NA
"2023A00","Austria","Salzburg","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","AT32","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",70.7696,NA,NA
"2023A00","Austria","OberÃ¶sterreich","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","AT31","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",70.8905,NA,NA
"2023A00","Austria","SÃ¼dÃ¶sterreich","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","AT2","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",71.0364,NA,NA
"2023A00","Austria","Not applicable","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",71.195,NA,NA
"2023A00","Croatia","Sjeverna Hrvatska","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","HR06","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",71.4419,NA,NA
"2023A00","Sweden","Not applicable","Buy cloud computing services used over the internet","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",71.6179,"b",NA
"2023A00","Hungary","KÃ¶zÃ©p-MagyarorszÃ¡g","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","HU1","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",71.6402,NA,NA
"2023A00","Hungary","Ã‰szak-MagyarorszÃ¡g","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","HU31","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",71.8575,NA,NA
"2023A00","Slovakia","ZÃ¡padnÃ© Slovensko","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","SK02","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",71.9754,NA,NA
"2023A00","Slovakia","StrednÃ© Slovensko","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","SK03","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",72.0047,NA,NA
"2023A00","Slovakia","Slovensko","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","SK0","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",72.016,NA,NA
"2023A00","Slovakia","Not applicable","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",72.016,NA,NA
"2023A00","Croatia","Hrvatska","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","HR0","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",72.2841,NA,NA
"2023A00","Croatia","Not applicable","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",72.2841,NA,NA
"2023A00","Austria","WestÃ¶sterreich","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","AT3","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",72.5826,NA,NA
"2023A00","Finland","Not applicable","Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",72.9903,NA,NA
"2023A00","Greece","Not applicable","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",73.1006,NA,NA
"2023A00","Ireland","Not applicable","Use any social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",73.5665,NA,NA
"2023A00","Denmark","Not applicable","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",73.6689,NA,NA
"2023A00","Bulgaria","Severoiztochen","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","BG33","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",73.669,NA,NA
"2023A00","Austria","Wien","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","AT13","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",73.7364,NA,NA
"2023A00","Austria","Tirol","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","AT33","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",74.231,NA,NA
"2023A00","Slovakia","BratislavskÃ½ kraj","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","SK01","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",74.243,NA,NA
"2023A00","Hungary","Budapest","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","HU11","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",74.4446,NA,NA
"2023A00","Bulgaria","Severozapaden","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","BG31","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",74.7381,NA,NA
"2023A00","Bulgaria","Severna i yugoiztochna Bulgaria","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","BG3","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",75.4759,NA,NA
"2023A00","Austria","KÃ¤rnten","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","AT21","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",75.5782,NA,NA
"2023A00","Finland","Not applicable","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",75.9964,NA,NA
"2023A00","Poland","Not applicable","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",76.0096,NA,NA
"2023A00","Bulgaria","Yugoiztochen","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","BG34","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",76.1657,NA,NA
"2023A00","Bulgaria","Yuzhen tsentralen","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","BG42","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",76.6238,NA,NA
"2023A00","Bulgaria","Severen tsentralen","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","BG32","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",77.4897,NA,NA
"2023A00","Austria","Vorarlberg","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","AT34","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",77.8388,NA,NA
"2023A00","Netherlands","Not applicable","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",77.9833,NA,NA
"2023A00","Finland","Not applicable","Buy cloud computing services used over the internet","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",78.2939,NA,NA
"2023A00","Croatia","Grad Zagreb","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","HR05","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",78.4596,NA,NA
"2023A00","Bulgaria","Not applicable","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",78.8047,NA,NA
"2023A00","Netherlands","Not applicable","Use any social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",78.9306,NA,NA
"2023A00","Belgium","Not applicable","Use any social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",79.2717,NA,NA
"2023A00","Cyprus","Not applicable","Use any social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",79.9403,NA,NA
"2023A00","Sweden","Not applicable","Use any social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",80.28,"b",NA
"2023A00","Bulgaria","Yugozapadna i yuzhna tsentralna Bulgaria","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","BG4","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",80.841,NA,NA
"2023A00","Czechia","Not applicable","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",80.985,NA,NA
"2023A00","Slovenia","Zahodna Slovenija","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","SI04","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",80.9971,NA,NA
"2023A00","Finland","Not applicable","Use any social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",81.016,NA,NA
"2023A00","Ireland","Not applicable","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",81.3932,NA,NA
"2023A00","Denmark","Not applicable","Use any social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",82.5331,NA,NA
"2023A00","Bulgaria","Yugozapaden","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","BG41","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",82.6402,NA,NA
"2023A00","Slovenia","Not applicable","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",82.7703,NA,NA
"2023A00","Slovenia","Slovenija","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","SI0","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",82.7703,NA,NA
"2023A00","Estonia","Not applicable","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",83.2748,NA,NA
"2023A00","Sweden","Not applicable","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",83.6179,"b",NA
